QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,QB,Nathan Peterman (9359596),Nathan Peterman,9359596,4000,NYJ@BUF 01:00PM ET,BUF,
,,,,,,,,,,QB,Keith Wenning (9360213),Keith Wenning,9360213,4000,NYJ@BUF 01:00PM ET,BUF,
,,,,,,,,,,QB,Matt Simms (9358982),Matt Simms,9358982,4000,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,QB,Connor Shaw (9359208),Connor Shaw,9359208,4000,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,WR,Taylor Gabriel (9360055),Taylor Gabriel,9360055,4000,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,QB,Alek Torgersen (9360071),Alek Torgersen,9360071,4000,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,QB,Jeff Driskel (9359383),Jeff Driskel,9359383,4000,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,QB,Dustin Vaughan (9360082),Dustin Vaughan,9360082,4000,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,QB,Thad Lewis (9360206),Thad Lewis,9360206,4000,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,QB,Robert Griffin III (9359002),Robert Griffin III,9359002,4000,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,WR,Josh Gordon (9359119),Josh Gordon,9359119,4000,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,RB,Fitzgerald Toussaint (9359156),Fitzgerald Toussaint,9359156,4000,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,WR,Justin Hunter (9359202),Justin Hunter,9359202,4000,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,QB,Kevin Hogan (9359414),Kevin Hogan,9359414,4000,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,QB,Josh Woodrum (9359574),Josh Woodrum,9359574,4000,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,QB,Bart Houston (9359626),Bart Houston,9359626,4000,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,QB,Joshua Dobbs (9359934),Joshua Dobbs,9359934,4000,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,QB,Jake Rudock (9359571),Jake Rudock,9359571,4000,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,QB,Trevor Knight (9359687),Trevor Knight,9359687,4000,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,QB,Brandon Weeden (9358938),Brandon Weeden,9358938,4000,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,QB,Brandon Allen (9359450),Brandon Allen,9359450,4000,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,QB,Ryan Griffin (9359067),Ryan Griffin,9359067,4000,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,QB,David Fales (9359173),David Fales,9359173,4000,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,QB,Brandon Doughty (9359324),Brandon Doughty,9359324,4000,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,QB,Sefo Liufau (9360001),Sefo Liufau,9360001,4000,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,QB,EJ Manuel (9359036),EJ Manuel,9359036,4000,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,QB,Alex Tanney (9359588),Alex Tanney,9359588,4000,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,QB,Tyler Ferguson (9359892),Tyler Ferguson,9359892,4000,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,WR,Corey Davis (9359899),Corey Davis,9359899,4000,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,QB,Matt McGloin (9359074),Matt McGloin,9359074,4000,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,QB,Dane Evans (9359617),Dane Evans,9359617,4000,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,QB,Nate Sudfeld (9359801),Nate Sudfeld,9359801,4000,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,QB,Jacoby Brissett (9358571),Jacoby Brissett,9358571,4000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,QB,Dan Orlovsky (9358770),Dan Orlovsky,9358770,4000,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,RB,Robert Turbin (9358972),Robert Turbin,9358972,4000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,QB,Stephen Morris (9359197),Stephen Morris,9359197,4000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,WR,Robert Woods (9359281),Robert Woods,9359281,4000,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,QB,Phillip Walker (9360024),Phillip Walker,9360024,4000,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,QB,Austin Davis (9358964),Austin Davis,9358964,4000,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,QB,Joe Callahan (9359591),Joe Callahan,9359591,4000,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,QB,Joe Webb (9358862),Joe Webb,9358862,4000,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,QB,Matt Barkley (9359083),Matt Barkley,9359083,4000,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,QB,Garrett Gilbert (9359126),Garrett Gilbert,9359126,4000,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,QB,C.J. Beathard (9359709),C.J. Beathard,9359709,4000,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,QB,Nick Mullens (9360012),Nick Mullens,9360012,4000,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,QB,Brad Kaaya (9360110),Brad Kaaya,9360110,4000,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,RB,Joe Williams (9360150),Joe Williams,9360150,4000,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,QB,Luke McCown (9358820),Luke McCown,9358820,4000,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,QB,Josh Johnson (9358841),Josh Johnson,9358841,4000,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,QB,Cooper Rush (9359762),Cooper Rush,9359762,4000,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,QB,Davis Webb (9359909),Davis Webb,9359909,4000,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,QB,Mitch Leidner (9358517),Mitch Leidner,9358517,4000,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,QB,Taylor Heinicke (9358518),Taylor Heinicke,9358518,4000,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,QB,Teddy Bridgewater (9358519),Teddy Bridgewater,9358519,4000,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,QB,Ryan Nassib (9358625),Ryan Nassib,9358625,4000,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,QB,Garrett Grayson (9358626),Garrett Grayson,9358626,4000,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,QB,Taysom Hill (9359116),Taysom Hill,9359116,4000,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,QB,Chad Kelly (9358409),Chad Kelly,9358409,4000,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,QB,Kyle Sloter (9358410),Kyle Sloter,9358410,4000,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,QB,Kellen Clemens (9358680),Kellen Clemens,9358680,4000,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,QB,Mike Bercovici (9358681),Mike Bercovici,9358681,4000,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,RB,Branden Oliver (9358684),Branden Oliver,9358684,4000,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,RB,James White (9358576),James White,9358576,3900,KC@NE 08:30PM ET,NE,
,,,,,,,,,,DST,Bills  (9358738),Bills ,9358738,3900,NYJ@BUF 01:00PM ET,BUF,
,,,,,,,,,,RB,Jonathan Williams (9359746),Jonathan Williams,9359746,3900,NYJ@BUF 01:00PM ET,BUF,
,,,,,,,,,,RB,Jeremy Langford (9359301),Jeremy Langford,9359301,3900,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,WR,Eli Rogers (9359506),Eli Rogers,9359506,3900,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,RB,Chris Johnson (9358835),Chris Johnson,9358835,3900,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,WR,Braxton Miller (9359396),Braxton Miller,9359396,3900,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,RB,T.J. Yeldon (9359599),T.J. Yeldon,9359599,3900,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,RB,Charles Sims (9359135),Charles Sims,9359135,3900,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,RB,Jalen Richard (9359736),Jalen Richard,9359736,3900,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,RB,Darren Sproles (9358771),Darren Sproles,9358771,3900,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,RB,Malcolm Brown (9359451),Malcolm Brown,9359451,3900,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,RB,Jamaal Williams (9359785),Jamaal Williams,9359785,3900,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,TE,Jason Witten (9358778),Jason Witten,9358778,3900,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,RB,Rod Smith (9359253),Rod Smith,9359253,3900,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,RB,Dion Lewis (9358578),Dion Lewis,9358578,3800,KC@NE 08:30PM ET,NE,
,,,,,,,,,,WR,Robby Anderson (9359545),Robby Anderson,9359545,3800,NYJ@BUF 01:00PM ET,NYJ,
,,,,,,,,,,WR,Sammie Coates (9359388),Sammie Coates,9359388,3800,PIT@CLE 01:00PM ET,CLE,
,,,,,,,,,,RB,Kerwynn Williams (9359133),Kerwynn Williams,9359133,3800,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,RB,Zach Zenner (9359348),Zach Zenner,9359348,3800,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,DST,Texans  (9358739),Texans ,9358739,3800,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,WR,Marqise Lee (9359419),Marqise Lee,9359419,3800,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,WR,Will Fuller V (9360039),Will Fuller V,9360039,3800,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,WR,Kenny Stills (9359206),Kenny Stills,9359206,3800,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,RB,Damien Williams (9359690),Damien Williams,9359690,3800,TB@MIA 01:00PM ET,MIA,
,,,,,,,,,,WR,Nelson Agholor (9359683),Nelson Agholor,9359683,3800,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,RB,Wendell Smallwood (9359871),Wendell Smallwood,9359871,3800,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,WR,Tavon Austin (9359178),Tavon Austin,9359178,3800,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,WR,Jeremy Kerley (9358956),Jeremy Kerley,9358956,3800,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,RB,Shane Vereen (9358968),Shane Vereen,9358968,3800,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,WR,Terrance Williams (9359019),Terrance Williams,9359019,3800,NYG@DAL 08:30PM ET,DAL,
,,,,,,,,,,WR,Malcolm Mitchell (9358608),Malcolm Mitchell,9358608,3700,KC@NE 08:30PM ET,NE,
,,,,,,,,,,WR,ArDarius Stewart (9360051),ArDarius Stewart,9360051,3700,NYJ@BUF 01:00PM ET,NYJ,
,,,,,,,,,,WR,Brandon LaFell (9358874),Brandon LaFell,9358874,3700,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,WR,J.J. Nelson (9359307),J.J. Nelson,9359307,3700,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,DST,Jaguars  (9358761),Jaguars ,9358761,3700,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,RB,Jeremy McNichols (9360129),Jeremy McNichols,9360129,3700,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,WR,Torrey Smith (9358947),Torrey Smith,9358947,3700,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,RB,Chris Thompson (9359150),Chris Thompson,9359150,3700,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,TE,Jack Doyle (9359077),Jack Doyle,9359077,3700,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,WR,Cooper Kupp (9359826),Cooper Kupp,9359826,3700,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,WR,Paul Richardson (9359329),Paul Richardson,9359329,3700,SEA@GB 04:25PM ET,SEA,
,,,,,,,,,,RB,Aaron Jones (9359941),Aaron Jones,9359941,3700,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,RB,Fozzy Whittaker (9358919),Fozzy Whittaker,9358919,3700,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,WR,Mike Williams (9358700),Mike Williams,9358700,3700,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,RB,Benny Cunningham (9359102),Benny Cunningham,9359102,3600,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,WR,Tyler Boyd (9359957),Tyler Boyd,9359957,3600,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,DST,Steelers  (9358755),Steelers ,9358755,3600,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,WR,JuJu Smith-Schuster (9360121),JuJu Smith-Schuster,9360121,3600,PIT@CLE 01:00PM ET,PIT,
,,,,,,,,,,TE,Eric Ebron (9359483),Eric Ebron,9359483,3600,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,WR,Kenny Golladay (9359818),Kenny Golladay,9359818,3600,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,RB,Chris Ivory (9358908),Chris Ivory,9358908,3600,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,WR,Adam Humphries (9359432),Adam Humphries,9359432,3600,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,WR,Taywan Taylor (9360045),Taywan Taylor,9360045,3600,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,WR,Jeff Janis (9360080),Jeff Janis,9360080,3600,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,WR,Curtis Samuel (9360091),Curtis Samuel,9360091,3600,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,RB,De'Angelo Henderson (9358415),De'Angelo Henderson,9358415,3600,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,DST,Broncos  (9358461),Broncos ,9358461,3600,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,WR,Anquan Boldin (9358776),Anquan Boldin,9358776,3500,NYJ@BUF 01:00PM ET,BUF,
,,,,,,,,,,WR,Charone Peake (9359434),Charone Peake,9359434,3500,NYJ@BUF 01:00PM ET,NYJ,
,,,,,,,,,,RB,Elijah McGuire (9359922),Elijah McGuire,9359922,3500,NYJ@BUF 01:00PM ET,NYJ,
,,,,,,,,,,WR,Zay Jones (9359993),Zay Jones,9359993,3500,NYJ@BUF 01:00PM ET,BUF,
,,,,,,,,,,WR,Markus Wheaton (9359098),Markus Wheaton,9359098,3500,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,WR,Breshad Perriman (9359629),Breshad Perriman,9359629,3500,BAL@CIN 01:00PM ET,BAL,
,,,,,,,,,,WR,Allen Hurns (9359193),Allen Hurns,9359193,3500,JAX@HOU 01:00PM ET,JAX,
,,,,,,,,,,WR,Jaelen Strong (9359905),Jaelen Strong,9359905,3500,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,TE,Zach Ertz (9359110),Zach Ertz,9359110,3500,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,WR,Josh Doctson (9359381),Josh Doctson,9359381,3500,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,RB,Donnel Pumphrey (9359991),Donnel Pumphrey,9359991,3500,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,WR,Kamar Aiken (9358958),Kamar Aiken,9358958,3500,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,RB,Devante Mays (9360152),Devante Mays,9360152,3500,SEA@GB 04:25PM ET,GB,
,,,,,,,,,,DST,Panthers  (9358760),Panthers ,9358760,3500,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,RB,Wayne Gallman (9359916),Wayne Gallman,9359916,3500,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,WR,Laquon Treadwell (9358536),Laquon Treadwell,9358536,3500,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,RB,Alvin Kamara (9358631),Alvin Kamara,9358631,3500,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,RB,Devontae Booker (9358417),Devontae Booker,9358417,3500,LAC@DEN 10:20PM ET,DEN,
,,,,,,,,,,WR,Dontrelle Inman (9358702),Dontrelle Inman,9358702,3500,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,DST,Patriots  (9358622),Patriots ,9358622,3400,KC@NE 08:30PM ET,NE,
,,,,,,,,,,WR,Jermaine Kearse (9359015),Jermaine Kearse,9359015,3400,NYJ@BUF 01:00PM ET,NYJ,
,,,,,,,,,,RB,Andre Ellington (9359042),Andre Ellington,9359042,3400,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,DST,Buccaneers  (9358758),Buccaneers ,9358758,3400,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,WR,Ryan Grant (9359096),Ryan Grant,9359096,3400,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,RB,Marlon Mack (9360142),Marlon Mack,9360142,3400,IND@LAR 04:05PM ET,IND,
,,,,,,,,,,WR,Travis Benjamin (9358704),Travis Benjamin,9358704,3400,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,TE,Hunter Henry (9358722),Hunter Henry,9358722,3400,LAC@DEN 10:20PM ET,LAC,
,,,,,,,,,,WR,Chris Conley (9358480),Chris Conley,9358480,3300,KC@NE 08:30PM ET,KC,
,,,,,,,,,,WR,Phillip Dorsett (9359406),Phillip Dorsett,9359406,3300,KC@NE 08:30PM ET,NE,
,,,,,,,,,,DST,Falcons  (9358737),Falcons ,9358737,3300,ATL@CHI 01:00PM ET,ATL,
,,,,,,,,,,WR,Victor Cruz (9358821),Victor Cruz,9358821,3300,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,WR,John Ross (9360004),John Ross,9360004,3300,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,WR,Jaron Brown (9359044),Jaron Brown,9359044,3300,ARI@DET 01:00PM ET,ARI,
,,,,,,,,,,RB,Dwayne Washington (9359856),Dwayne Washington,9359856,3300,ARI@DET 01:00PM ET,DET,
,,,,,,,,,,TE,Jared Cook (9358863),Jared Cook,9358863,3300,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,WR,Seth Roberts (9359848),Seth Roberts,9359848,3300,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,WR,Aldrick Robinson (9358966),Aldrick Robinson,9358966,3300,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,WR,Russell Shepard (9359079),Russell Shepard,9359079,3300,CAR@SF 04:25PM ET,CAR,
,,,,,,,,,,WR,Roger Lewis (9360099),Roger Lewis,9360099,3300,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,WR,Brandon Coleman (9358651),Brandon Coleman,9358651,3300,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,WR,Albert Wilson (9358482),Albert Wilson,9358482,3200,KC@NE 08:30PM ET,KC,
,,,,,,,,,,TE,Charles Clay (9358962),Charles Clay,9358962,3200,NYJ@BUF 01:00PM ET,BUF,
,,,,,,,,,,WR,Kendall Wright (9359017),Kendall Wright,9359017,3200,ATL@CHI 01:00PM ET,CHI,
,,,,,,,,,,RB,Ryan Mathews (9358989),Ryan Mathews,9358989,3200,PHI@WAS 01:00PM ET,PHI,
,,,,,,,,,,DST,Rams  (9358749),Rams ,9358749,3200,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,WR,Marquise Goodwin (9359127),Marquise Goodwin,9359127,3200,CAR@SF 04:25PM ET,SF,
,,,,,,,,,,WR,Tavarres King (9358996),Tavarres King,9358996,3200,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,RB,Jerick McKinnon (9358524),Jerick McKinnon,9358524,3200,NO@MIN 07:10PM ET,MIN,
,,,,,,,,,,DST,Bengals  (9358741),Bengals ,9358741,3100,BAL@CIN 01:00PM ET,CIN,
,,,,,,,,,,TE,C.J. Fiedorowicz (9359251),C.J. Fiedorowicz,9359251,3100,JAX@HOU 01:00PM ET,HOU,
,,,,,,,,,,TE,Cameron Brate (9359239),Cameron Brate,9359239,3100,TB@MIA 01:00PM ET,TB,
,,,,,,,,,,WR,Tajae Sharpe (9359844),Tajae Sharpe,9359844,3100,OAK@TEN 01:00PM ET,TEN,
,,,,,,,,,,RB,Elijah Hood (9360101),Elijah Hood,9360101,3100,OAK@TEN 01:00PM ET,OAK,
,,,,,,,,,,WR,Brian Quick (9358932),Brian Quick,9358932,3100,PHI@WAS 01:00PM ET,WAS,
,,,,,,,,,,WR,Pharoh Cooper (9359981),Pharoh Cooper,9359981,3100,IND@LAR 04:05PM ET,LAR,
,,,,,,,,,,RB,Orleans Darkwa (9359223),Orleans Darkwa,9359223,3100,NYG@DAL 08:30PM ET,NYG,
,,,,,,,,,,WR,Austin Carr (9358596),Austin Carr,9358596,3100,NO@MIN 07:10PM ET,NO,
,,,,,,,,,,RB,Devine Redding (9358470),Devine Redding,9358470,3000,KC@NE 08:30PM ET,KC,
,,,,,,,,,,RB,Spencer Ware (9358472),Spencer Ware,9358472,3000,KC@NE 08:30PM ET,KC,
,,,,,,,,,,RB,Anthony Sherman (9358474),Anthony Sherman,9358474,3000,KC@NE 08:30PM ET,KC,
,,,,,,,,,,RB,C.J. Spiller (9358476),C.J. Spiller,9358476,3000,KC@NE 08:30PM ET,KC,
,,,,,,,,,,WR,De'Anthony Thomas (9358484),De'Anthony Thomas,9358484,3000,KC@NE 08:30PM ET,KC,
,,,,,,,,,,WR,Seantavius Jones (9358486),Seantavius Jones,9358486,3000,KC@NE 08:30PM ET,KC,
,,,,,,,,,,WR,Tony Stevens (9358488),Tony Stevens,9358488,3000,KC@NE 08:30PM ET,KC,
,,,,,,,,,,WR,Marcus Kemp (9358490),Marcus Kemp,9358490,3000,KC@NE 08:30PM ET,KC,
,,,,,,,,,,WR,Robert Wheelwright (9358492),Robert Wheelwright,9358492,3000,KC@NE 08:30PM ET,KC,
,,,,,,,,,,WR,Tevin Jones (9358494),Tevin Jones,9358494,3000,KC@NE 08:30PM ET,KC,
,,,,,,,,,,WR,Gehrig Dieter (9358496),Gehrig Dieter,9358496,3000,KC@NE 08:30PM ET,KC,
,,,,,,,,,,WR,Jehu Chesson (9358498),Jehu Chesson,9358498,3000,KC@NE 08:30PM ET,KC,
,,,,,,,,,,WR,Demarcus Robinson (9358500),Demarcus Robinson,9358500,3000,KC@NE 08:30PM ET,KC,
,,,,,,,,,,RB,Brandon Bolden (9358580),Brandon Bolden,9358580,3000,KC@NE 08:30PM ET,NE,
,,,,,,,,,,RB,James Develin (9358582),James Develin,9358582,3000,KC@NE 08:30PM ET,NE,
,,,,,,,,,,RB,LeShun Daniels Jr. (9358584),LeShun Daniels Jr.,9358584,3000,KC@NE 08:30PM ET,NE,
,,,,,,,,,,RB,D.J. Foster (9358586),D.J. Foster,9358586,3000,KC@NE 08:30PM ET,NE,
,,,,,,,,,,RB,Glenn Gronkowski (9358588),Glenn Gronkowski,9358588,3000,KC@NE 08:30PM ET,NE,
,,,,,,,,,,WR,Julian Edelman (9358598),Julian Edelman,9358598,3000,KC@NE 08:30PM ET,NE,
,,,,,,,,,,WR,K.J. Maye (9358600),K.J. Maye,9358600,3000,KC@NE 08:30PM ET,NE,
,,,,,,,,,,WR,Cody Hollister (9358602),Cody Hollister,9358602,3000,KC@NE 08:30PM ET,NE,
,,,,,,,,,,WR,Matthew Slater (9358604),Matthew Slater,9358604,3000,KC@NE 08:30PM ET,NE,
,,,,,,,,,,WR,Tony Washington (9358606),Tony Washington,9358606,3000,KC@NE 08:30PM ET,NE,
,,,,,,,,,,WR,Devin Lucien (9358610),Devin Lucien,9358610,3000,KC@NE 08:30PM ET,NE,
,,,,,,,,,,WR,Kalif Raymond (9358447),Kalif Raymond,9358447,3000,NYJ@BUF 01:00PM ET,NYJ,
